objectid,parentid,title,description,type,format,display_template,object_location,image_small,image_thumb
,dcb205,,,,,,/objects/205_2.JPG,/objects/small/205_2_sm.jpg,/objects/thumbs/205_2_th.jpg
dcb206,,Indiana beer bottle H.E. Schultz LaPorte IN,no description,record,image/jpg,multiple,,/objects/small/206_1_sm.jpg,/objects/thumbs/206_1_th.jpg
,dcb206,,,,,,/objects/206_1.JPG,/objects/small/206_1_sm.jpg,/objects/thumbs/206_1_th.jpg
,dcb206,,,,,,/objects/206_2.JPG,/objects/small/206_2_sm.jpg,/objects/thumbs/206_2_th.jpg
dcb207,,Indiana beer bottle Chas. H. Mayer & Co Hammond IN,no description,record,image/jpg,multiple,,/objects/small/207_1_sm.jpg,/objects/thumbs/207_1_th.jpg
,dcb207,,,,,,/objects/207_1.JPG,/objects/small/207_1_sm.jpg,/objects/thumbs/207_1_th.jpg
,dcb207,,,,,,/objects/207_2.JPG,/objects/small/207_2_sm.jpg,/objects/thumbs/207_2_th.jpg
dcb208,,"Indiana beer bottle Heimbach's Bottling Works,",Hammond IN,record,image/jpg,multiple,,/objects/small/208_1_sm.jpg,/objects/thumbs/208_1_th.jpg
,dcb208,,,,,,/objects/208_1.JPG,/objects/small/208_1_sm.jpg,/objects/thumbs/208_1_th.jpg
,dcb208,,,,,,/objects/208_2.JPG,/objects/small/208_2_sm.jpg,/objects/thumbs/208_2_th.jpg
dcb209,,Indiana beer bottle The Walter Raupfer Brewery,Columbia City IN,record,image/jpg,multiple,,/objects/small/209_1_sm.jpg,/objects/thumbs/209_1_th.jpg
,dcb209,,,,,,/objects/209_1.JPG,/objects/small/209_1_sm.jpg,/objects/thumbs/209_1_th.jpg
,dcb209,,,,,,/objects/209_2.JPG,/objects/small/209_2_sm.jpg,/objects/thumbs/209_2_th.jpg
dcb210,,Indiana beer bottle A. Walder Ligonier IN,no description,record,image/jpg,multiple,,/objects/small/210_1_sm.jpg,/objects/thumbs/210_1_th.jpg
,dcb210,,,,,,/objects/210_1.JPG,/objects/small/210_1_sm.jpg,/objects/thumbs/210_1_th.jpg
,dcb210,,,,,,/objects/210_2.JPG,/objects/small/210_2_sm.jpg,/objects/thumbs/210_2_th.jpg
dcb211,,Indiana beer bottle A. Walder Ligonier IN,no description,record,image/jpg,multiple,,/objects/small/211_1_sm.jpg,/objects/thumbs/211_1_th.jpg
,dcb211,,,,,,/objects/211_1.JPG,/objects/small/211_1_sm.jpg,/objects/thumbs/211_1_th.jpg
,dcb211,,,,,,/objects/211_2.JPG,/objects/small/211_2_sm.jpg,/objects/thumbs/211_2_th.jpg
dcb212,,"Ohio beer bottle The J. Walker Brewing Co,",Cincinnati OH,record,image/jpg,multiple,,/objects/small/212_1_sm.jpg,/objects/thumbs/212_1_th.jpg
,dcb212,,,,,,/objects/212_1.JPG,/objects/small/212_1_sm.jpg,/objects/thumbs/212_1_th.jpg
,dcb212,,,,,,/objects/212_2.JPG,/objects/small/212_2_sm.jpg,/objects/thumbs/212_2_th.jpg
dcb213,,"Indiana beer bottle C.H. Mayer & Co Hammond IN,",nick to top,record,image/jpg,multiple,,/objects/small/213_1_sm.jpg,/objects/thumbs/213_1_th.jpg
,dcb213,,,,,,/objects/213_1.JPG,/objects/small/213_1_sm.jpg,/objects/thumbs/213_1_th.jpg
,dcb213,,,,,,/objects/213_2.JPG,/objects/small/213_2_sm.jpg,/objects/thumbs/213_2_th.jpg
dcb214,,Indiana soda bottle A.R. Peru Ind,no description,record,image/jpg,multiple,,/objects/small/214_1_sm.jpg,/objects/thumbs/214_1_th.jpg
,dcb214,,,,,,/objects/214_1.JPG,/objects/small/214_1_sm.jpg,/objects/thumbs/214_1_th.jpg
,dcb214,,,,,,/objects/214_2.JPG,/objects/small/214_2_sm.jpg,/objects/thumbs/214_2_th.jpg
dcb215,,Indiana beer bottle The Howell Bottling Co,Lafayette IN,record,image/jpg,multiple,,/objects/small/215_1_sm.jpg,/objects/thumbs/215_1_th.jpg
,dcb215,,,,,,/objects/215_1.JPG,/objects/small/215_1_sm.jpg,/objects/thumbs/215_1_th.jpg
,dcb215,,,,,,/objects/215_2.JPG,/objects/small/215_2_sm.jpg,/objects/thumbs/215_2_th.jpg
dcb216,,Indiana beer bottle John Reis Star City Bottling,Works Lafayette IN,record,image/jpg,multiple,,/objects/small/216_1_sm.jpg,/objects/thumbs/216_1_th.jpg
,dcb216,,,,,,/objects/216_1.JPG,/objects/small/216_1_sm.jpg,/objects/thumbs/216_1_th.jpg
,dcb216,,,,,,/objects/216_2.JPG,/objects/small/216_2_sm.jpg,/objects/thumbs/216_2_th.jpg
dcb217,,"Indiana beer bottle Tengen & Thieme,",Lafayette IN,record,image/jpg,multiple,,/objects/small/217_1_sm.jpg,/objects/thumbs/217_1_th.jpg
,dcb217,,,,,,/objects/217_1.JPG,/objects/small/217_1_sm.jpg,/objects/thumbs/217_1_th.jpg
,dcb217,,,,,,/objects/217_2.JPG,/objects/small/217_2_sm.jpg,/objects/thumbs/217_2_th.jpg
dcb218,,"Indiana beer bottle Noll & Schneider Bottlers,",Lafayette IN,record,image/jpg,multiple,,/objects/small/218_1_sm.jpg,/objects/thumbs/218_1_th.jpg
,dcb218,,,,,,/objects/218_1.JPG,/objects/small/218_1_sm.jpg,/objects/thumbs/218_1_th.jpg
,dcb218,,,,,,/objects/218_2.JPG,/objects/small/218_2_sm.jpg,/objects/thumbs/218_2_th.jpg
dcb219,,Indiana beer bottle John Reis Star City Bottling,Works Lafayette IN,record,image/jpg,multiple,,/objects/small/219_1_sm.jpg,/objects/thumbs/219_1_th.jpg
,dcb219,,,,,,/objects/219_1.JPG,/objects/small/219_1_sm.jpg,/objects/thumbs/219_1_th.jpg
,dcb219,,,,,,/objects/219_2.JPG,/objects/small/219_2_sm.jpg,/objects/thumbs/219_2_th.jpg
dcb220,,Indiana beer bottle Howells Bottling Works Co,Lafayette IN,record,image/jpg,multiple,,/objects/small/220_1_sm.jpg,/objects/thumbs/220_1_th.jpg
,dcb220,,,,,,/objects/220_1.JPG,/objects/small/220_1_sm.jpg,/objects/thumbs/220_1_th.jpg
,dcb220,,,,,,/objects/220_2.JPG,/objects/small/220_2_sm.jpg,/objects/thumbs/220_2_th.jpg
dcb221,,Indiana beer bottle M.B. Co Madison Ind,no description,record,image/jpg,multiple,,/objects/small/221_1_sm.jpg,/objects/thumbs/221_1_th.jpg
,dcb221,,,,,,/objects/221_1.JPG,/objects/small/221_1_sm.jpg,/objects/thumbs/221_1_th.jpg
,dcb221,,,,,,/objects/221_2.JPG,/objects/small/221_2_sm.jpg,/objects/thumbs/221_2_th.jpg
dcb222,,"Indiana beer bottle Columbia Brewing Co,",Logansport IN,record,image/jpg,multiple,,/objects/small/222_1_sm.jpg,/objects/thumbs/222_1_th.jpg
,dcb222,,,,,,/objects/222_1.JPG,/objects/small/222_1_sm.jpg,/objects/thumbs/222_1_th.jpg
,dcb222,,,,,,/objects/222_2.JPG,/objects/small/222_2_sm.jpg,/objects/thumbs/222_2_th.jpg
dcb223,,Indiana beer bottle Tengen & Thieme Lafayette IN,no description,record,image/jpg,multiple,,/objects/small/223_1_sm.jpg,/objects/thumbs/223_1_th.jpg
,dcb223,,,,,,/objects/223_1.JPG,/objects/small/223_1_sm.jpg,/objects/thumbs/223_1_th.jpg
,dcb223,,,,,,/objects/223_2.JPG,/objects/small/223_2_sm.jpg,/objects/thumbs/223_2_th.jpg
dcb224,,"Indiana beer bottle Columbia Brewing Co,",Logansport IN,record,image/jpg,multiple,,/objects/small/224_1_sm.jpg,/objects/thumbs/224_1_th.jpg
,dcb224,,,,,,/objects/224_1.JPG,/objects/small/224_1_sm.jpg,/objects/thumbs/224_1_th.jpg
,dcb224,,,,,,/objects/224_2.JPG,/objects/small/224_2_sm.jpg,/objects/thumbs/224_2_th.jpg
dcb225,,Penn. beer bottle The Reiners Co Huntingdon PA,no description,record,image/jpg,multiple,,/objects/small/225_1_sm.jpg,/objects/thumbs/225_1_th.jpg
,dcb225,,,,,,/objects/225_1.JPG,/objects/small/225_1_sm.jpg,/objects/thumbs/225_1_th.jpg
,dcb225,,,,,,/objects/225_2.JPG,/objects/small/225_2_sm.jpg,/objects/thumbs/225_2_th.jpg
dcb226,,Indiana beer bottle The Howell Bottling Co,Lafayette IN,record,image/jpg,multiple,,/objects/small/226_1_sm.jpg,/objects/thumbs/226_1_th.jpg
,dcb226,,,,,,/objects/226_1.JPG,/objects/small/226_1_sm.jpg,/objects/thumbs/226_1_th.jpg
,dcb226,,,,,,/objects/226_2.JPG,/objects/small/226_2_sm.jpg,/objects/thumbs/226_2_th.jpg
dcb227,,"Indiana beer bottle T.M. Norton Brewing Co,",Anderson IN,record,image/jpg,multiple,,/objects/small/227_1_sm.jpg,/objects/thumbs/227_1_th.jpg
,dcb227,,,,,,/objects/227_1.JPG,/objects/small/227_1_sm.jpg,/objects/thumbs/227_1_th.jpg
,dcb227,,,,,,/objects/227_2.JPG,/objects/small/227_2_sm.jpg,/objects/thumbs/227_2_th.jpg
dcb228,,"Indiana beer bottle Ben Overesch Bottler,",Lafayette IN,record,image/jpg,multiple,,/objects/small/228_1_sm.jpg,/objects/thumbs/228_1_th.jpg
,dcb228,,,,,,/objects/228_1.JPG,/objects/small/228_1_sm.jpg,/objects/thumbs/228_1_th.jpg
,dcb228,,,,,,/objects/228_2.JPG,/objects/small/228_2_sm.jpg,/objects/thumbs/228_2_th.jpg
dcb229,,"Indiana cobalt apothecary bottle, Oil British,","Fort Wayne Drug Company, with labels",record,image/jpg,multiple,,/objects/small/229_1_sm.jpg,/objects/thumbs/229_1_th.jpg
,dcb229,,,,,,/objects/229_1.JPG,/objects/small/229_1_sm.jpg,/objects/thumbs/229_1_th.jpg
,dcb229,,,,,,/objects/229_2.JPG,/objects/small/229_2_sm.jpg,/objects/thumbs/229_2_th.jpg
dcb230,,"Indiana bottle Freese & Gale, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/230_1_sm.jpg,/objects/thumbs/230_1_th.jpg
,dcb230,,,,,,/objects/230_1.JPG,/objects/small/230_1_sm.jpg,/objects/thumbs/230_1_th.jpg
,dcb230,,,,,,/objects/230_2.JPG,/objects/small/230_2_sm.jpg,/objects/thumbs/230_2_th.jpg
dcb231,,"Indiana bottle Freese & Gale, Fort Wayne IN,",nick to stopper,record,image/jpg,multiple,,/objects/small/231_1_sm.jpg,/objects/thumbs/231_1_th.jpg
,dcb231,,,,,,/objects/231_1.JPG,/objects/small/231_1_sm.jpg,/objects/thumbs/231_1_th.jpg
,dcb231,,,,,,/objects/231_2.JPG,/objects/small/231_2_sm.jpg,/objects/thumbs/231_2_th.jpg
dcb232,,"Indiana whiskey bottle Billiken, Fort Wayne",Drug Company,record,image/jpg,multiple,,/objects/small/232_1_sm.jpg,/objects/thumbs/232_1_th.jpg
,dcb232,,,,,,/objects/232_1.JPG,/objects/small/232_1_sm.jpg,/objects/thumbs/232_1_th.jpg
,dcb232,,,,,,/objects/232_2.JPG,/objects/small/232_2_sm.jpg,/objects/thumbs/232_2_th.jpg
dcb233,,Quart milk bottle Fort Wayne Dairy Co,no description,record,image/jpg,multiple,,/objects/small/233_1_sm.jpg,/objects/thumbs/233_1_th.jpg
,dcb233,,,,,,/objects/233_1.JPG,/objects/small/233_1_sm.jpg,/objects/thumbs/233_1_th.jpg
,dcb233,,,,,,/objects/233_2.JPG,/objects/small/233_2_sm.jpg,/objects/thumbs/233_2_th.jpg
dcb234,,Pint milk bottle Fort Wayne Dairy Co,no description,record,image/jpg,multiple,,/objects/small/234_1_sm.jpg,/objects/thumbs/234_1_th.jpg
,dcb234,,,,,,/objects/234_1.JPG,/objects/small/234_1_sm.jpg,/objects/thumbs/234_1_th.jpg
,dcb234,,,,,,/objects/234_2.JPG,/objects/small/234_2_sm.jpg,/objects/thumbs/234_2_th.jpg
dcb235,,Indiana medicine bottle W.M. Griffin Fort Wayne,no description,record,image/jpg,multiple,,/objects/small/235_1_sm.jpg,/objects/thumbs/235_1_th.jpg
,dcb235,,,,,,/objects/235_1.JPG,/objects/small/235_1_sm.jpg,/objects/thumbs/235_1_th.jpg
,dcb235,,,,,,/objects/235_2.JPG,/objects/small/235_2_sm.jpg,/objects/thumbs/235_2_th.jpg
dcb236,,"Indiana medicine bottle Dr. J.A. Drake, one from",Fort Wayne and one from Lagrange IN,Image;StillImage,image/jpg,image,/objects/236.JPG,/objects/small/236_sm.JPG,/objects/thumbs/236_th.JPG
dcb237,,Wishart's Pine Tree Tar cordial bottle,no description,record,image/jpg,multiple,,/objects/small/237_1_sm.jpg,/objects/thumbs/237_1_th.jpg
,dcb237,,,,,,/objects/237_1.JPG,/objects/small/237_1_sm.jpg,/objects/thumbs/237_1_th.jpg
,dcb237,,,,,,/objects/237_2.JPG,/objects/small/237_2_sm.jpg,/objects/thumbs/237_2_th.jpg
dcb238,,Warner's Safe Kidney & Liver Cure bottle,no description,record,image/jpg,multiple,,/objects/small/238_1_sm.jpg,/objects/thumbs/238_1_th.jpg
,dcb238,,,,,,/objects/238_1.JPG,/objects/small/238_1_sm.jpg,/objects/thumbs/238_1_th.jpg
,dcb238,,,,,,/objects/238_2.JPG,/objects/small/238_2_sm.jpg,/objects/thumbs/238_2_th.jpg
dcb239,,"Amber ribbed flask, nick to base rim",,Image;StillImage,image/jpg,image,/objects/239.JPG,/objects/small/239_sm.JPG,/objects/thumbs/239_th.JPG
dcb240,,Lot of 4 amber flasks,,Image;StillImage,image/jpg,image,/objects/240.JPG,/objects/small/240_sm.JPG,/objects/thumbs/240_th.JPG
dcb241,,Schenck's Pulmonic Syrup bottle Philadelphia,,Image;StillImage,image/jpg,image,/objects/241.JPG,/objects/small/241_sm.JPG,/objects/thumbs/241_th.JPG
dcb242,,Udolpho Wolfe Scheidam Aromatic Schnapps bottle,,Image;StillImage,image/jpg,image,/objects/242.JPG,/objects/small/242_sm.JPG,/objects/thumbs/242_th.JPG
dcb243,,Paine's Celery Compound bottle,,Image;StillImage,image/jpg,image,/objects/243.JPG,/objects/small/243_sm.JPG,/objects/thumbs/243_th.JPG
dcb244,,"Reed and Carnrick Pharmacists, New York bottle",no description,record,image/jpg,multiple,,/objects/small/244_1_sm.jpg,/objects/thumbs/244_1_th.jpg
,dcb244,,,,,,/objects/244_1.JPG,/objects/small/244_1_sm.jpg,/objects/thumbs/244_1_th.jpg
,dcb244,,,,,,/objects/244_2.JPG,/objects/small/244_2_sm.jpg,/objects/thumbs/244_2_th.jpg
dcb245,,Lot of 4 bottles: Hay's Hair Health; The Maltine,"Mfg Co Chemists, New York; Atwood's Jaundice  Bitters; Hall's Catarrh Cure",Image;StillImage,image/jpg,image,/objects/245.JPG,/objects/small/245_sm.JPG,/objects/thumbs/245_th.JPG
dcb246,,"Indiana beer bottle lot of 5, Berghoff with paper",labels,Image;StillImage,image/jpg,image,/objects/246.JPG,/objects/small/246_sm.JPG,/objects/thumbs/246_th.JPG
dcb247,,Indiana beer bottle lot of 3 - Old Crown with,labels,Image;StillImage,image/jpg,image,/objects/247.JPG,/objects/small/247_sm.JPG,/objects/thumbs/247_th.JPG
dcb248,,"Indiana beer bottle lot of 6 assorted Berghoff,",Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/248.JPG,/objects/small/248_sm.JPG,/objects/thumbs/248_th.JPG
dcb249,,"Indiana beer bottle lot of 6 assorted Berghoff,",Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/249.JPG,/objects/small/249_sm.JPG,/objects/thumbs/249_th.JPG
dcb250,,"Indiana beer bottle lot of 6 assorted Berghoff,",Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/250.JPG,/objects/small/250_sm.JPG,/objects/thumbs/250_th.JPG
dcb251,,"Indiana beer bottle lot of 6 assorted Berghoff,",Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/251.JPG,/objects/small/251_sm.JPG,/objects/thumbs/251_th.JPG
dcb252,,Indiana beer bottle lot of 5 L. Brames & Co,Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/252.JPG,/objects/small/252_sm.JPG,/objects/thumbs/252_th.JPG
dcb253,,Indiana beer bottle lot of 5 L. Brames & Co,Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/253.JPG,/objects/small/253_sm.JPG,/objects/thumbs/253_th.JPG
dcb254,,Indiana beer bottle lot of 5 L. Brames & Co,Fort Wayne IN,Image;StillImage,image/jpg,image,/objects/254.JPG,/objects/small/254_sm.JPG,/objects/thumbs/254_th.JPG
dcb255,,Indiana beer bottle lot of 5 Indianapolis Brewing,Co,Image;StillImage,image/jpg,image,/objects/255.JPG,/objects/small/255_sm.JPG,/objects/thumbs/255_th.JPG
dcb256,,Indiana beer bottle The Home Brewing Co,Indianapolis,record,image/jpg,multiple,,/objects/small/256_1_sm.jpg,/objects/thumbs/256_1_th.jpg
,dcb256,,,,,,/objects/256_1.JPG,/objects/small/256_1_sm.jpg,/objects/thumbs/256_1_th.jpg
,dcb256,,,,,,/objects/256_2.JPG,/objects/small/256_2_sm.jpg,/objects/thumbs/256_2_th.jpg
dcb257,,Indiana beer bottle The Home Brewing Co,Indianapolis,record,image/jpg,multiple,,/objects/small/257_1_sm.jpg,/objects/thumbs/257_1_th.jpg
,dcb257,,,,,,/objects/257_1.JPG,/objects/small/257_1_sm.jpg,/objects/thumbs/257_1_th.jpg
,dcb257,,,,,,/objects/257_2.JPG,/objects/small/257_2_sm.jpg,/objects/thumbs/257_2_th.jpg
dcb258,,Indiana beer bottle The Home Brewing Co,Indianapolis,record,image/jpg,multiple,,/objects/small/258_1_sm.jpg,/objects/thumbs/258_1_th.jpg
,dcb258,,,,,,/objects/258_1.JPG,/objects/small/258_1_sm.jpg,/objects/thumbs/258_1_th.jpg
,dcb258,,,,,,/objects/258_2.JPG,/objects/small/258_2_sm.jpg,/objects/thumbs/258_2_th.jpg
dcb259,,Indiana beer bottle The Home Brewing Co,Indianapolis,record,image/jpg,multiple,,/objects/small/259_1_sm.jpg,/objects/thumbs/259_1_th.jpg
,dcb259,,,,,,/objects/259_1.JPG,/objects/small/259_1_sm.jpg,/objects/thumbs/259_1_th.jpg
,dcb259,,,,,,/objects/259_2.JPG,/objects/small/259_2_sm.jpg,/objects/thumbs/259_2_th.jpg
dcb260,,Indiana beer bottle The Home Brewing Co,Indianapolis,record,image/jpg,multiple,,/objects/small/260_1_sm.jpg,/objects/thumbs/260_1_th.jpg
,dcb260,,,,,,/objects/260_1.JPG,/objects/small/260_1_sm.jpg,/objects/thumbs/260_1_th.jpg
,dcb260,,,,,,/objects/260_2.JPG,/objects/small/260_2_sm.jpg,/objects/thumbs/260_2_th.jpg
dcb261,,Indiana beer bottle The Home Brewing Co,Indianapolis,record,image/jpg,multiple,,/objects/small/261_1_sm.jpg,/objects/thumbs/261_1_th.jpg
,dcb261,,,,,,/objects/261_1.JPG,/objects/small/261_1_sm.jpg,/objects/thumbs/261_1_th.jpg
,dcb261,,,,,,/objects/261_2.JPG,/objects/small/261_2_sm.jpg,/objects/thumbs/261_2_th.jpg
dcb262,,Indiana beer bottle Indianapolis Brewing Co,no description,record,image/jpg,multiple,,/objects/small/262_1_sm.jpg,/objects/thumbs/262_1_th.jpg
,dcb262,,,,,,/objects/262_1.JPG,/objects/small/262_1_sm.jpg,/objects/thumbs/262_1_th.jpg
,dcb262,,,,,,/objects/262_2.JPG,/objects/small/262_2_sm.jpg,/objects/thumbs/262_2_th.jpg
dcb263,,Indiana beer bottle Indianapolis Brewing Co,no description,record,image/jpg,multiple,,/objects/small/263_1_sm.jpg,/objects/thumbs/263_1_th.jpg
,dcb263,,,,,,/objects/263_1.JPG,/objects/small/263_1_sm.jpg,/objects/thumbs/263_1_th.jpg
,dcb263,,,,,,/objects/263_2.JPG,/objects/small/263_2_sm.jpg,/objects/thumbs/263_2_th.jpg
dcb264,,Indiana beer bottle K&C Indianapolis Bottling,Works,record,image/jpg,multiple,,/objects/small/264_1_sm.jpg,/objects/thumbs/264_1_th.jpg
,dcb264,,,,,,/objects/264_1.JPG,/objects/small/264_1_sm.jpg,/objects/thumbs/264_1_th.jpg
,dcb264,,,,,,/objects/264_2.JPG,/objects/small/264_2_sm.jpg,/objects/thumbs/264_2_th.jpg
dcb265,,"Indiana beer bottle The C. Habich Co Bottlers,","Indianapolis, lot of 2",record,image/jpg,multiple,,/objects/small/265_1_sm.jpg,/objects/thumbs/265_1_th.jpg
,dcb265,,,,,,/objects/265_1.JPG,/objects/small/265_1_sm.jpg,/objects/thumbs/265_1_th.jpg
,dcb265,,,,,,/objects/265_2.JPG,/objects/small/265_2_sm.jpg,/objects/thumbs/265_2_th.jpg
dcb266,,Indiana beer bottle Indiana Brewing Assn.,Marion IN,record,image/jpg,multiple,,/objects/small/266_1_sm.jpg,/objects/thumbs/266_1_th.jpg
,dcb266,,,,,,/objects/266_1.JPG,/objects/small/266_1_sm.jpg,/objects/thumbs/266_1_th.jpg
,dcb266,,,,,,/objects/266_2.JPG,/objects/small/266_2_sm.jpg,/objects/thumbs/266_2_th.jpg
dcb267,,Indiana beer bottle Indiana Brewing Assn.,Marion IN,record,image/jpg,multiple,,/objects/small/267_1_sm.jpg,/objects/thumbs/267_1_th.jpg
,dcb267,,,,,,/objects/267_1.JPG,/objects/small/267_1_sm.jpg,/objects/thumbs/267_1_th.jpg
,dcb267,,,,,,/objects/267_2.JPG,/objects/small/267_2_sm.jpg,/objects/thumbs/267_2_th.jpg
dcb268,,Indiana beer bottle Peru Brewery Peru IN,no description,record,image/jpg,multiple,,/objects/small/268_1_sm.jpg,/objects/thumbs/268_1_th.jpg
,dcb268,,,,,,/objects/268_1.JPG,/objects/small/268_1_sm.jpg,/objects/thumbs/268_1_th.jpg
,dcb268,,,,,,/objects/268_2.JPG,/objects/small/268_2_sm.jpg,/objects/thumbs/268_2_th.jpg
dcb269,,"Indiana beer bottle Terre Haute Brewing Co,",Terre Haute IN,record,image/jpg,multiple,,/objects/small/269_1_sm.jpg,/objects/thumbs/269_1_th.jpg
,dcb269,,,,,,/objects/269_1.JPG,/objects/small/269_1_sm.jpg,/objects/thumbs/269_1_th.jpg
,dcb269,,,,,,/objects/269_2.JPG,/objects/small/269_2_sm.jpg,/objects/thumbs/269_2_th.jpg
dcb270,,Indiana beer bottle Huntington Brewing Co,Huntington IN,record,image/jpg,multiple,,/objects/small/270_1_sm.jpg,/objects/thumbs/270_1_th.jpg
,dcb270,,,,,,/objects/270_1.JPG,/objects/small/270_1_sm.jpg,/objects/thumbs/270_1_th.jpg
,dcb270,,,,,,/objects/270_2.JPG,/objects/small/270_2_sm.jpg,/objects/thumbs/270_2_th.jpg
dcb271,,Indiana beer bottle Minck Brewing Co Richmond IN,no description,record,image/jpg,multiple,,/objects/small/271_1_sm.jpg,/objects/thumbs/271_1_th.jpg
,dcb271,,,,,,/objects/271_1.JPG,/objects/small/271_1_sm.jpg,/objects/thumbs/271_1_th.jpg
,dcb271,,,,,,/objects/271_2.JPG,/objects/small/271_2_sm.jpg,/objects/thumbs/271_2_th.jpg
dcb272,,Indiana beer bottle Columbia Brewing Co,Logansport IN,record,image/jpg,multiple,,/objects/small/272_1_sm.jpg,/objects/thumbs/272_1_th.jpg
,dcb272,,,,,,/objects/272_1.JPG,/objects/small/272_1_sm.jpg,/objects/thumbs/272_1_th.jpg
,dcb272,,,,,,/objects/272_2.JPG,/objects/small/272_2_sm.jpg,/objects/thumbs/272_2_th.jpg
dcb273,,Indiana beer bottle Huntington Brewing Co,Huntington IN,record,image/jpg,multiple,,/objects/small/273_1_sm.jpg,/objects/thumbs/273_1_th.jpg
,dcb273,,,,,,/objects/273_1.JPG,/objects/small/273_1_sm.jpg,/objects/thumbs/273_1_th.jpg
,dcb273,,,,,,/objects/273_2.JPG,/objects/small/273_2_sm.jpg,/objects/thumbs/273_2_th.jpg
dcb274,,Indiana beer bottle Huntington Brewing Co,Huntington IN,record,image/jpg,multiple,,/objects/small/274_1_sm.jpg,/objects/thumbs/274_1_th.jpg
,dcb274,,,,,,/objects/274_1.JPG,/objects/small/274_1_sm.jpg,/objects/thumbs/274_1_th.jpg
,dcb274,,,,,,/objects/274_2.JPG,/objects/small/274_2_sm.jpg,/objects/thumbs/274_2_th.jpg
dcb275,,Indiana beer bottle Huntington Brewing Co,Huntington IN,record,image/jpg,multiple,,/objects/small/275_1_sm.jpg,/objects/thumbs/275_1_th.jpg
,dcb275,,,,,,/objects/275_1.JPG,/objects/small/275_1_sm.jpg,/objects/thumbs/275_1_th.jpg
,dcb275,,,,,,/objects/275_2.JPG,/objects/small/275_2_sm.jpg,/objects/thumbs/275_2_th.jpg
dcb276,,Indiana beer bottle Wabash Brewing Co Wabash IN,no description,record,image/jpg,multiple,,/objects/small/276_1_sm.jpg,/objects/thumbs/276_1_th.jpg
,dcb276,,,,,,/objects/276_1.JPG,/objects/small/276_1_sm.jpg,/objects/thumbs/276_1_th.jpg
,dcb276,,,,,,/objects/276_2.JPG,/objects/small/276_2_sm.jpg,/objects/thumbs/276_2_th.jpg
dcb277,,Indiana beer bottle Terre Haute Brewing Co,Terre Haute IN,record,image/jpg,multiple,,/objects/small/277_1_sm.jpg,/objects/thumbs/277_1_th.jpg
,dcb277,,,,,,/objects/277_1.JPG,/objects/small/277_1_sm.jpg,/objects/thumbs/277_1_th.jpg
,dcb277,,,,,,/objects/277_2.JPG,/objects/small/277_2_sm.jpg,/objects/thumbs/277_2_th.jpg
dcb278,,Indiana beer bottle J.F. Fremion Co Bottling Works,Ft Wayne,Image;StillImage,image/jpg,image,/objects/278.JPG,/objects/small/278_sm.JPG,/objects/thumbs/278_th.JPG
dcb279,,Indiana beer bottle Lenz Bros. Bottling Works,Ft Wayne,record,image/jpg,multiple,,/objects/small/279_1_sm.jpg,/objects/thumbs/279_1_th.jpg
,dcb279,,,,,,/objects/279_1.JPG,/objects/small/279_1_sm.jpg,/objects/thumbs/279_1_th.jpg
,dcb279,,,,,,/objects/279_2.JPG,/objects/small/279_2_sm.jpg,/objects/thumbs/279_2_th.jpg
dcb280,,Indiana beer bottle Lenz Bros. Fort Wayne,no description,record,image/jpg,multiple,,/objects/small/280_1_sm.jpg,/objects/thumbs/280_1_th.jpg
,dcb280,,,,,,/objects/280_1.JPG,/objects/small/280_1_sm.jpg,/objects/thumbs/280_1_th.jpg
,dcb280,,,,,,/objects/280_2.JPG,/objects/small/280_2_sm.jpg,/objects/thumbs/280_2_th.jpg
dcb281,,"Indiana soda bottle, Orange Tang by Berghoff,",Fort Wayne,record,image/jpg,multiple,,/objects/small/281_1_sm.jpg,/objects/thumbs/281_1_th.jpg
,dcb281,,,,,,/objects/281_1.JPG,/objects/small/281_1_sm.jpg,/objects/thumbs/281_1_th.jpg
,dcb281,,,,,,/objects/281_2.JPG,/objects/small/281_2_sm.jpg,/objects/thumbs/281_2_th.jpg
dcb282,,Indiana beer bottle Berghoff Products Mfg Co Inc,Ft Wayne,record,image/jpg,multiple,,/objects/small/282_1_sm.jpg,/objects/thumbs/282_1_th.jpg
,dcb282,,,,,,/objects/282_1.JPG,/objects/small/282_1_sm.jpg,/objects/thumbs/282_1_th.jpg
,dcb282,,,,,,/objects/282_2.JPG,/objects/small/282_2_sm.jpg,/objects/thumbs/282_2_th.jpg
dcb283,,"Indiana beer bottle lot of 3 Berghoff pony size,",Fort Wayne,Image;StillImage,image/jpg,image,/objects/283.JPG,/objects/small/283_sm.JPG,/objects/thumbs/283_th.JPG
dcb284,,"Indiana soda bottle F and V, Fort Wayne",no description,record,image/jpg,multiple,,/objects/small/284_1_sm.jpg,/objects/thumbs/284_1_th.jpg
,dcb284,,,,,,/objects/284_1.JPG,/objects/small/284_1_sm.jpg,/objects/thumbs/284_1_th.jpg
