objectid,parentid,title,description,type,format,display_template,object_location,image_small,image_thumb
,dcb68,,,,,,/objects/68_2.JPG,/objects/small/68_2_sm.jpg,/objects/thumbs/68_2_th.jpg
dcb69,,"W.R. Cabler's Root Juice, bitters bottle, Fort","Wayne IN, with label",record,image/jpg,multiple,,/objects/small/69_1_sm.jpg,/objects/thumbs/69_1_th.jpg
,dcb69,,,,,,/objects/69_1.JPG,/objects/small/69_1_sm.jpg,/objects/thumbs/69_1_th.jpg
,dcb69,,,,,,/objects/69_2.JPG,/objects/small/69_2_sm.jpg,/objects/thumbs/69_2_th.jpg
dcb70,,Indiana beer bottle C.L. Centlivre Fort Wayne IN,no description,record,image/jpg,multiple,,/objects/small/70_1_sm.jpg,/objects/thumbs/70_1_th.jpg
,dcb70,,,,,,/objects/70_1.JPG,/objects/small/70_1_sm.jpg,/objects/thumbs/70_1_th.jpg
,dcb70,,,,,,/objects/70_2.JPG,/objects/small/70_2_sm.jpg,/objects/thumbs/70_2_th.jpg
dcb71,,"Indiana beer bottle C.L. Centlivre Fort Wayne IN,",honey amber,record,image/jpg,multiple,,/objects/small/71_1_sm.jpg,/objects/thumbs/71_1_th.jpg
,dcb71,,,,,,/objects/71_1.JPG,/objects/small/71_1_sm.jpg,/objects/thumbs/71_1_th.jpg
,dcb71,,,,,,/objects/71_2.JPG,/objects/small/71_2_sm.jpg,/objects/thumbs/71_2_th.jpg
dcb72,,Indiana beer bottle C.L. Centlivre Fort Wayne IN,no description,record,image/jpg,multiple,,/objects/small/72_1_sm.jpg,/objects/thumbs/72_1_th.jpg
,dcb72,,,,,,/objects/72_1.JPG,/objects/small/72_1_sm.jpg,/objects/thumbs/72_1_th.jpg
,dcb72,,,,,,/objects/72_2.JPG,/objects/small/72_2_sm.jpg,/objects/thumbs/72_2_th.jpg
dcb73,,"Indiana beer bottle C.L. Centlivre Fort Wayne IN,",French Lager,record,image/jpg,multiple,,/objects/small/73_1_sm.jpg,/objects/thumbs/73_1_th.jpg
,dcb73,,,,,,/objects/73_1.JPG,/objects/small/73_1_sm.jpg,/objects/thumbs/73_1_th.jpg
,dcb73,,,,,,/objects/73_2.JPG,/objects/small/73_2_sm.jpg,/objects/thumbs/73_2_th.jpg
dcb74,,"Indiana beer bottle C.L. Centlivre Fort Wayne IN,",French Lager,record,image/jpg,multiple,,/objects/small/74_1_sm.jpg,/objects/thumbs/74_1_th.jpg
,dcb74,,,,,,/objects/74_1.JPG,/objects/small/74_1_sm.jpg,/objects/thumbs/74_1_th.jpg
,dcb74,,,,,,/objects/74_2.JPG,/objects/small/74_2_sm.jpg,/objects/thumbs/74_2_th.jpg
dcb75,,"Indiana beer bottle C.L. Centlivre Fort Wayne IN,","French Lager, pint",record,image/jpg,multiple,,/objects/small/75_1_sm.jpg,/objects/thumbs/75_1_th.jpg
,dcb75,,,,,,/objects/75_1.JPG,/objects/small/75_1_sm.jpg,/objects/thumbs/75_1_th.jpg
,dcb75,,,,,,/objects/75_2.JPG,/objects/small/75_2_sm.jpg,/objects/thumbs/75_2_th.jpg
dcb76,,Indiana beer bottle F. Hake & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/76_1_sm.jpg,/objects/thumbs/76_1_th.jpg
,dcb76,,,,,,/objects/76_1.JPG,/objects/small/76_1_sm.jpg,/objects/thumbs/76_1_th.jpg
,dcb76,,,,,,/objects/76_2.JPG,/objects/small/76_2_sm.jpg,/objects/thumbs/76_2_th.jpg
dcb77,,Indiana beer bottle F. Hake & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/77_1_sm.jpg,/objects/thumbs/77_1_th.jpg
,dcb77,,,,,,/objects/77_1.JPG,/objects/small/77_1_sm.jpg,/objects/thumbs/77_1_th.jpg
,dcb77,,,,,,/objects/77_2.JPG,/objects/small/77_2_sm.jpg,/objects/thumbs/77_2_th.jpg
dcb78,,Indiana beer bottle F. Hake & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/78_1_sm.jpg,/objects/thumbs/78_1_th.jpg
,dcb78,,,,,,/objects/78_1.JPG,/objects/small/78_1_sm.jpg,/objects/thumbs/78_1_th.jpg
,dcb78,,,,,,/objects/78_2.JPG,/objects/small/78_2_sm.jpg,/objects/thumbs/78_2_th.jpg
dcb79,,Indiana beer bottle F. Hake & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/79_1_sm.jpg,/objects/thumbs/79_1_th.jpg
,dcb79,,,,,,/objects/79_1.JPG,/objects/small/79_1_sm.jpg,/objects/thumbs/79_1_th.jpg
,dcb79,,,,,,/objects/79_2.JPG,/objects/small/79_2_sm.jpg,/objects/thumbs/79_2_th.jpg
dcb80,,Indiana beer bottle F. Hake & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/80_1_sm.jpg,/objects/thumbs/80_1_th.jpg
,dcb80,,,,,,/objects/80_1.JPG,/objects/small/80_1_sm.jpg,/objects/thumbs/80_1_th.jpg
,dcb80,,,,,,/objects/80_2.JPG,/objects/small/80_2_sm.jpg,/objects/thumbs/80_2_th.jpg
dcb81,,Indiana beer bottle Hake Certia  & Co Fort Wayne,"Bottling Works, rare",record,image/jpg,multiple,,/objects/small/81_1_sm.jpg,/objects/thumbs/81_1_th.jpg
,dcb81,,,,,,/objects/81_1.JPG,/objects/small/81_1_sm.jpg,/objects/thumbs/81_1_th.jpg
,dcb81,,,,,,/objects/81_2.JPG,/objects/small/81_2_sm.jpg,/objects/thumbs/81_2_th.jpg
dcb82,,Indiana beer bottle Hake Certia  & Co Fort Wayne,"Bottling Works, rare",record,image/jpg,multiple,,/objects/small/82_1_sm.jpg,/objects/thumbs/82_1_th.jpg
,dcb82,,,,,,/objects/82_1.JPG,/objects/small/82_1_sm.jpg,/objects/thumbs/82_1_th.jpg
,dcb82,,,,,,/objects/82_2.JPG,/objects/small/82_2_sm.jpg,/objects/thumbs/82_2_th.jpg
dcb83,,Indiana beer bottle F. Hake  & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/83_1_sm.jpg,/objects/thumbs/83_1_th.jpg
,dcb83,,,,,,/objects/83_1.JPG,/objects/small/83_1_sm.jpg,/objects/thumbs/83_1_th.jpg
,dcb83,,,,,,/objects/83_2.JPG,/objects/small/83_2_sm.jpg,/objects/thumbs/83_2_th.jpg
dcb84,,Indiana beer bottle F. Hake  & Co Fort Wayne,Bottling Works,record,image/jpg,multiple,,/objects/small/84_1_sm.jpg,/objects/thumbs/84_1_th.jpg
,dcb84,,,,,,/objects/84_1.JPG,/objects/small/84_1_sm.jpg,/objects/thumbs/84_1_th.jpg
,dcb84,,,,,,/objects/84_2.JPG,/objects/small/84_2_sm.jpg,/objects/thumbs/84_2_th.jpg
dcb85,,"Indiana beer bottle F. C. Reese, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/85_1_sm.jpg,/objects/thumbs/85_1_th.jpg
,dcb85,,,,,,/objects/85_1.JPG,/objects/small/85_1_sm.jpg,/objects/thumbs/85_1_th.jpg
,dcb85,,,,,,/objects/85_2.JPG,/objects/small/85_2_sm.jpg,/objects/thumbs/85_2_th.jpg
dcb86,,"Indiana beer bottle F. C. Reese, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/86_1_sm.jpg,/objects/thumbs/86_1_th.jpg
,dcb86,,,,,,/objects/86_1.JPG,/objects/small/86_1_sm.jpg,/objects/thumbs/86_1_th.jpg
,dcb86,,,,,,/objects/86_2.JPG,/objects/small/86_2_sm.jpg,/objects/thumbs/86_2_th.jpg
dcb87,,"Indiana beer bottle F. C. Reese, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/87_1_sm.jpg,/objects/thumbs/87_1_th.jpg
,dcb87,,,,,,/objects/87_1.JPG,/objects/small/87_1_sm.jpg,/objects/thumbs/87_1_th.jpg
,dcb87,,,,,,/objects/87_2.JPG,/objects/small/87_2_sm.jpg,/objects/thumbs/87_2_th.jpg
dcb88,,"Ind. soda bottle, F. Hake & Co Bottling House Ft W",no description,record,image/jpg,multiple,,/objects/small/88_1_sm.jpg,/objects/thumbs/88_1_th.jpg
,dcb88,,,,,,/objects/88_1.JPG,/objects/small/88_1_sm.jpg,/objects/thumbs/88_1_th.jpg
,dcb88,,,,,,/objects/88_2.JPG,/objects/small/88_2_sm.jpg,/objects/thumbs/88_2_th.jpg
dcb89,,"Ind. soda bottle, F. Hake & Co Bottling House Ft W",no description,record,image/jpg,multiple,,/objects/small/89_1_sm.jpg,/objects/thumbs/89_1_th.jpg
,dcb89,,,,,,/objects/89_1.JPG,/objects/small/89_1_sm.jpg,/objects/thumbs/89_1_th.jpg
,dcb89,,,,,,/objects/89_2.JPG,/objects/small/89_2_sm.jpg,/objects/thumbs/89_2_th.jpg
dcb90,,"Ind. soda bottle, F. Hake & Co Bottling House Ft W",no description,record,image/jpg,multiple,,/objects/small/90_1_sm.jpg,/objects/thumbs/90_1_th.jpg
,dcb90,,,,,,/objects/90_1.JPG,/objects/small/90_1_sm.jpg,/objects/thumbs/90_1_th.jpg
,dcb90,,,,,,/objects/90_2.JPG,/objects/small/90_2_sm.jpg,/objects/thumbs/90_2_th.jpg
dcb91,,"Ind. soda bottle, F. Hake & Co Bottling House Ft W",no description,record,image/jpg,multiple,,/objects/small/91_1_sm.jpg,/objects/thumbs/91_1_th.jpg
,dcb91,,,,,,/objects/91_1.JPG,/objects/small/91_1_sm.jpg,/objects/thumbs/91_1_th.jpg
,dcb91,,,,,,/objects/91_2.JPG,/objects/small/91_2_sm.jpg,/objects/thumbs/91_2_th.jpg
dcb92,,"Indiana beer bottle Berghoff, Fort Wayne Ind",no description,record,image/jpg,multiple,,/objects/small/92_1_sm.jpg,/objects/thumbs/92_1_th.jpg
,dcb92,,,,,,/objects/92_1.JPG,/objects/small/92_1_sm.jpg,/objects/thumbs/92_1_th.jpg
,dcb92,,,,,,/objects/92_2.JPG,/objects/small/92_2_sm.jpg,/objects/thumbs/92_2_th.jpg
dcb93,,"Indiana beer bottle H. Berghoff Brewing Co,",Ft Wayne Ind,record,image/jpg,multiple,,/objects/small/93_1_sm.jpg,/objects/thumbs/93_1_th.jpg
,dcb93,,,,,,/objects/93_1.JPG,/objects/small/93_1_sm.jpg,/objects/thumbs/93_1_th.jpg
,dcb93,,,,,,/objects/93_2.JPG,/objects/small/93_2_sm.jpg,/objects/thumbs/93_2_th.jpg
dcb94,,"Indiana beer bottle George H. Heit, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/94_1_sm.jpg,/objects/thumbs/94_1_th.jpg
,dcb94,,,,,,/objects/94_1.JPG,/objects/small/94_1_sm.jpg,/objects/thumbs/94_1_th.jpg
,dcb94,,,,,,/objects/94_2.JPG,/objects/small/94_2_sm.jpg,/objects/thumbs/94_2_th.jpg
dcb95,,"Indiana beer bottle George H. Heit, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/95_1_sm.jpg,/objects/thumbs/95_1_th.jpg
,dcb95,,,,,,/objects/95_1.JPG,/objects/small/95_1_sm.jpg,/objects/thumbs/95_1_th.jpg
,dcb95,,,,,,/objects/95_2.JPG,/objects/small/95_2_sm.jpg,/objects/thumbs/95_2_th.jpg
dcb96,,"Indiana beer bottle George H. Heit, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/96_1_sm.jpg,/objects/thumbs/96_1_th.jpg
,dcb96,,,,,,/objects/96_1.JPG,/objects/small/96_1_sm.jpg,/objects/thumbs/96_1_th.jpg
,dcb96,,,,,,/objects/96_2.JPG,/objects/small/96_2_sm.jpg,/objects/thumbs/96_2_th.jpg
dcb97,,"Indiana beer bottle George H. Heit, Fort Wayne IN",no description,record,image/jpg,multiple,,/objects/small/97_1_sm.jpg,/objects/thumbs/97_1_th.jpg
,dcb97,,,,,,/objects/97_1.JPG,/objects/small/97_1_sm.jpg,/objects/thumbs/97_1_th.jpg
,dcb97,,,,,,/objects/97_2.JPG,/objects/small/97_2_sm.jpg,/objects/thumbs/97_2_th.jpg
dcb98,,"Indiana beer bottle George H. Heit, Fort Wayne IN,",pint,record,image/jpg,multiple,,/objects/small/98_1_sm.jpg,/objects/thumbs/98_1_th.jpg
,dcb98,,,,,,/objects/98_1.JPG,/objects/small/98_1_sm.jpg,/objects/thumbs/98_1_th.jpg
,dcb98,,,,,,/objects/98_2.JPG,/objects/small/98_2_sm.jpg,/objects/thumbs/98_2_th.jpg
dcb99,,"Indiana beer bottle George H. Heit, Fort Wayne IN,",pint,record,image/jpg,multiple,,/objects/small/99_1_sm.jpg,/objects/thumbs/99_1_th.jpg
,dcb99,,,,,,/objects/99_1.JPG,/objects/small/99_1_sm.jpg,/objects/thumbs/99_1_th.jpg
,dcb99,,,,,,/objects/99_2.JPG,/objects/small/99_2_sm.jpg,/objects/thumbs/99_2_th.jpg
dcb100,,Indiana beer bottle Fred Helling Jr Fort Wayne IN,no description,record,image/jpg,multiple,,/objects/small/100_1_sm.jpg,/objects/thumbs/100_1_th.jpg
,dcb100,,,,,,/objects/100_1.JPG,/objects/small/100_1_sm.jpg,/objects/thumbs/100_1_th.jpg
,dcb100,,,,,,/objects/100_2.JPG,/objects/small/100_2_sm.jpg,/objects/thumbs/100_2_th.jpg
dcb101,,Indiana beer bottle Fred Helling Jr Fort Wayne IN,no description,record,image/jpg,multiple,,/objects/small/101_1_sm.jpg,/objects/thumbs/101_1_th.jpg
,dcb101,,,,,,/objects/101_1.JPG,/objects/small/101_1_sm.jpg,/objects/thumbs/101_1_th.jpg
,dcb101,,,,,,/objects/101_2.JPG,/objects/small/101_2_sm.jpg,/objects/thumbs/101_2_th.jpg
dcb102,,Indiana beer bottle Fred Helling Jr Fort Wayne IN,no description,record,image/jpg,multiple,,/objects/small/102_1_sm.jpg,/objects/thumbs/102_1_th.jpg
,dcb102,,,,,,/objects/102_1.JPG,/objects/small/102_1_sm.jpg,/objects/thumbs/102_1_th.jpg
,dcb102,,,,,,/objects/102_2.JPG,/objects/small/102_2_sm.jpg,/objects/thumbs/102_2_th.jpg
dcb103,,Indiana beer bottle Fred Helling Jr Fort Wayne IN,no description,record,image/jpg,multiple,,/objects/small/103_1_sm.jpg,/objects/thumbs/103_1_th.jpg
,dcb103,,,,,,/objects/103_1.JPG,/objects/small/103_1_sm.jpg,/objects/thumbs/103_1_th.jpg
,dcb103,,,,,,/objects/103_2.JPG,/objects/small/103_2_sm.jpg,/objects/thumbs/103_2_th.jpg
dcb104,,"Indiana soda bottle A.J. Dick Bottling Works,",Michigan City IN,record,image/jpg,multiple,,/objects/small/104_1_sm.jpg,/objects/thumbs/104_1_th.jpg
,dcb104,,,,,,/objects/104_1.JPG,/objects/small/104_1_sm.jpg,/objects/thumbs/104_1_th.jpg
,dcb104,,,,,,/objects/104_2.JPG,/objects/small/104_2_sm.jpg,/objects/thumbs/104_2_th.jpg
dcb105,,Indiana soda bottle Chas. H. Mayer & Co Hammond IN,no description,record,image/jpg,multiple,,/objects/small/105_1_sm.jpg,/objects/thumbs/105_1_th.jpg
,dcb105,,,,,,/objects/105_1.JPG,/objects/small/105_1_sm.jpg,/objects/thumbs/105_1_th.jpg
,dcb105,,,,,,/objects/105_2.JPG,/objects/small/105_2_sm.jpg,/objects/thumbs/105_2_th.jpg
dcb106,,"Ohio soda bottle, City Bottling Works, Toledo Ohio",no description,record,image/jpg,multiple,,/objects/small/106_1_sm.jpg,/objects/thumbs/106_1_th.jpg
,dcb106,,,,,,/objects/106_1.JPG,/objects/small/106_1_sm.jpg,/objects/thumbs/106_1_th.jpg
,dcb106,,,,,,/objects/106_2.JPG,/objects/small/106_2_sm.jpg,/objects/thumbs/106_2_th.jpg
dcb107,,"Indiana soda bottle Link Bros. Auburn Junction,","Ind. chip to top with 1"" hairline",record,image/jpg,multiple,,/objects/small/107_1_sm.jpg,/objects/thumbs/107_1_th.jpg
,dcb107,,,,,,/objects/107_1.JPG,/objects/small/107_1_sm.jpg,/objects/thumbs/107_1_th.jpg
,dcb107,,,,,,/objects/107_2.JPG,/objects/small/107_2_sm.jpg,/objects/thumbs/107_2_th.jpg
dcb108,,"Indiana soda bottle W.B. Enyart, Logansport IN",no description,record,image/jpg,multiple,,/objects/small/108_1_sm.jpg,/objects/thumbs/108_1_th.jpg
,dcb108,,,,,,/objects/108_1.JPG,/objects/small/108_1_sm.jpg,/objects/thumbs/108_1_th.jpg
,dcb108,,,,,,/objects/108_2.JPG,/objects/small/108_2_sm.jpg,/objects/thumbs/108_2_th.jpg
dcb109,,Indiana soda bottle L. Brames & Son Fort,Wayne IN,record,image/jpg,multiple,,/objects/small/109_1_sm.jpg,/objects/thumbs/109_1_th.jpg
,dcb109,,,,,,/objects/109_1.JPG,/objects/small/109_1_sm.jpg,/objects/thumbs/109_1_th.jpg
,dcb109,,,,,,/objects/109_2.JPG,/objects/small/109_2_sm.jpg,/objects/thumbs/109_2_th.jpg
dcb110,,"Indiana soda bottle Kunz & Ritzmann,",Lawrenceburg IN,record,image/jpg,multiple,,/objects/small/110_1_sm.jpg,/objects/thumbs/110_1_th.jpg
,dcb110,,,,,,/objects/110_1.JPG,/objects/small/110_1_sm.jpg,/objects/thumbs/110_1_th.jpg
,dcb110,,,,,,/objects/110_2.JPG,/objects/small/110_2_sm.jpg,/objects/thumbs/110_2_th.jpg
dcb111,,Indiana soda bottle Chas. H. Mayer Hammond IN,no description,record,image/jpg,multiple,,/objects/small/111_1_sm.jpg,/objects/thumbs/111_1_th.jpg
,dcb111,,,,,,/objects/111_1.JPG,/objects/small/111_1_sm.jpg,/objects/thumbs/111_1_th.jpg
,dcb111,,,,,,/objects/111_2.JPG,/objects/small/111_2_sm.jpg,/objects/thumbs/111_2_th.jpg
dcb112,,Indiana soda bottle Thos. Burger South Bend IN,no description,record,image/jpg,multiple,,/objects/small/112_1_sm.jpg,/objects/thumbs/112_1_th.jpg
,dcb112,,,,,,/objects/112_1.JPG,/objects/small/112_1_sm.jpg,/objects/thumbs/112_1_th.jpg
,dcb112,,,,,,/objects/112_2.JPG,/objects/small/112_2_sm.jpg,/objects/thumbs/112_2_th.jpg
dcb113,,Indiana soda bottle C.W. Arnold South Bend IN,no description,record,image/jpg,multiple,,/objects/small/113_1_sm.jpg,/objects/thumbs/113_1_th.jpg
,dcb113,,,,,,/objects/113_1.JPG,/objects/small/113_1_sm.jpg,/objects/thumbs/113_1_th.jpg
,dcb113,,,,,,/objects/113_2.JPG,/objects/small/113_2_sm.jpg,/objects/thumbs/113_2_th.jpg
dcb114,,"Indiana soda bottle J.S., South Bend IN",no description,record,image/jpg,multiple,,/objects/small/114_1_sm.jpg,/objects/thumbs/114_1_th.jpg
,dcb114,,,,,,/objects/114_1.JPG,/objects/small/114_1_sm.jpg,/objects/thumbs/114_1_th.jpg
,dcb114,,,,,,/objects/114_2.JPG,/objects/small/114_2_sm.jpg,/objects/thumbs/114_2_th.jpg
dcb115,,Indiana soda bottle H.L. Studer's Mineral Water,"Works, Ft W",record,image/jpg,multiple,,/objects/small/115_1_sm.jpg,/objects/thumbs/115_1_th.jpg
,dcb115,,,,,,/objects/115_1.JPG,/objects/small/115_1_sm.jpg,/objects/thumbs/115_1_th.jpg
,dcb115,,,,,,/objects/115_2.JPG,/objects/small/115_2_sm.jpg,/objects/thumbs/115_2_th.jpg
dcb116,,"Indiana soda bottle Saml. Stone-Son, Elkhart IN,",small chip to top,record,image/jpg,multiple,,/objects/small/116_1_sm.jpg,/objects/thumbs/116_1_th.jpg
,dcb116,,,,,,/objects/116_1.JPG,/objects/small/116_1_sm.jpg,/objects/thumbs/116_1_th.jpg
,dcb116,,,,,,/objects/116_2.JPG,/objects/small/116_2_sm.jpg,/objects/thumbs/116_2_th.jpg
dcb117,,"Indiana soda bottle Richmond Mineral Water Works,",Richmond IN,record,image/jpg,multiple,,/objects/small/117_1_sm.jpg,/objects/thumbs/117_1_th.jpg
,dcb117,,,,,,/objects/117_1.JPG,/objects/small/117_1_sm.jpg,/objects/thumbs/117_1_th.jpg
,dcb117,,,,,,/objects/117_2.JPG,/objects/small/117_2_sm.jpg,/objects/thumbs/117_2_th.jpg
dcb118,,Indiana soda bottle Mineral Bottling Co. Marion IN,no description,record,image/jpg,multiple,,/objects/small/118_1_sm.jpg,/objects/thumbs/118_1_th.jpg
,dcb118,,,,,,/objects/118_1.JPG,/objects/small/118_1_sm.jpg,/objects/thumbs/118_1_th.jpg
,dcb118,,,,,,/objects/118_2.JPG,/objects/small/118_2_sm.jpg,/objects/thumbs/118_2_th.jpg
dcb119,,"Indiana soda bottle J. W. Place, Decatur IN",no description,record,image/jpg,multiple,,/objects/small/119_1_sm.jpg,/objects/thumbs/119_1_th.jpg
,dcb119,,,,,,/objects/119_1.JPG,/objects/small/119_1_sm.jpg,/objects/thumbs/119_1_th.jpg
,dcb119,,,,,,/objects/119_2.JPG,/objects/small/119_2_sm.jpg,/objects/thumbs/119_2_th.jpg
dcb120,,"Indiana soda bottle Montezuma Bottling Works,",Montezuma IN,record,image/jpg,multiple,,/objects/small/120_1_sm.jpg,/objects/thumbs/120_1_th.jpg
,dcb120,,,,,,/objects/120_1.JPG,/objects/small/120_1_sm.jpg,/objects/thumbs/120_1_th.jpg
,dcb120,,,,,,/objects/120_2.JPG,/objects/small/120_2_sm.jpg,/objects/thumbs/120_2_th.jpg
dcb121,,"Indiana soda bottle Kunz & Ritzmann Lawrenceburg,",IN,record,image/jpg,multiple,,/objects/small/121_1_sm.jpg,/objects/thumbs/121_1_th.jpg
,dcb121,,,,,,/objects/121_1.JPG,/objects/small/121_1_sm.jpg,/objects/thumbs/121_1_th.jpg
,dcb121,,,,,,/objects/121_2.JPG,/objects/small/121_2_sm.jpg,/objects/thumbs/121_2_th.jpg
dcb122,,"Indiana soda bottle City Steam Bottling Works,",Ft Wayne,record,image/jpg,multiple,,/objects/small/122_1_sm.jpg,/objects/thumbs/122_1_th.jpg
,dcb122,,,,,,/objects/122_1.JPG,/objects/small/122_1_sm.jpg,/objects/thumbs/122_1_th.jpg
,dcb122,,,,,,/objects/122_2.JPG,/objects/small/122_2_sm.jpg,/objects/thumbs/122_2_th.jpg
dcb123,,"Indiana soda bottle James H. Gorman,",Logansport IN,record,image/jpg,multiple,,/objects/small/123_1_sm.jpg,/objects/thumbs/123_1_th.jpg
,dcb123,,,,,,/objects/123_1.JPG,/objects/small/123_1_sm.jpg,/objects/thumbs/123_1_th.jpg
,dcb123,,,,,,/objects/123_2.JPG,/objects/small/123_2_sm.jpg,/objects/thumbs/123_2_th.jpg
dcb124,,Indiana soda bottle P.W. Ward Indianapolis IN,no description,record,image/jpg,multiple,,/objects/small/124_1_sm.jpg,/objects/thumbs/124_1_th.jpg
,dcb124,,,,,,/objects/124_1.JPG,/objects/small/124_1_sm.jpg,/objects/thumbs/124_1_th.jpg
,dcb124,,,,,,/objects/124_2.JPG,/objects/small/124_2_sm.jpg,/objects/thumbs/124_2_th.jpg
dcb125,,Indiana soda bottle Thos. Burger South Bend IN,no description,record,image/jpg,multiple,,/objects/small/125_1_sm.jpg,/objects/thumbs/125_1_th.jpg
,dcb125,,,,,,/objects/125_1.JPG,/objects/small/125_1_sm.jpg,/objects/thumbs/125_1_th.jpg
,dcb125,,,,,,/objects/125_2.JPG,/objects/small/125_2_sm.jpg,/objects/thumbs/125_2_th.jpg
dcb126,,"Indiana soda bottle Portland Bottling Works,",Portland IN,record,image/jpg,multiple,,/objects/small/126_1_sm.jpg,/objects/thumbs/126_1_th.jpg
,dcb126,,,,,,/objects/126_1.JPG,/objects/small/126_1_sm.jpg,/objects/thumbs/126_1_th.jpg
,dcb126,,,,,,/objects/126_2.JPG,/objects/small/126_2_sm.jpg,/objects/thumbs/126_2_th.jpg
dcb127,,Indiana soda bottle I.T. Fosler Richmond IN,no description,record,image/jpg,multiple,,/objects/small/127_1_sm.jpg,/objects/thumbs/127_1_th.jpg
,dcb127,,,,,,/objects/127_1.JPG,/objects/small/127_1_sm.jpg,/objects/thumbs/127_1_th.jpg
,dcb127,,,,,,/objects/127_2.JPG,/objects/small/127_2_sm.jpg,/objects/thumbs/127_2_th.jpg
dcb128,,Indiana soda bottle Henry Dieck Seymour IN,no description,record,image/jpg,multiple,,/objects/small/128_1_sm.jpg,/objects/thumbs/128_1_th.jpg
,dcb128,,,,,,/objects/128_1.JPG,/objects/small/128_1_sm.jpg,/objects/thumbs/128_1_th.jpg
,dcb128,,,,,,/objects/128_2.JPG,/objects/small/128_2_sm.jpg,/objects/thumbs/128_2_th.jpg
dcb129,,"Indiana soda bottle Chas. Wunderlich & Son,",Evansville IN,record,image/jpg,multiple,,/objects/small/129_1_sm.jpg,/objects/thumbs/129_1_th.jpg
,dcb129,,,,,,/objects/129_1.JPG,/objects/small/129_1_sm.jpg,/objects/thumbs/129_1_th.jpg
,dcb129,,,,,,/objects/129_2.JPG,/objects/small/129_2_sm.jpg,/objects/thumbs/129_2_th.jpg
dcb130,,Indiana soda bottle John Forthoffer Mt Vernon IN,no description,record,image/jpg,multiple,,/objects/small/130_1_sm.jpg,/objects/thumbs/130_1_th.jpg
,dcb130,,,,,,/objects/130_1.JPG,/objects/small/130_1_sm.jpg,/objects/thumbs/130_1_th.jpg
,dcb130,,,,,,/objects/130_2.JPG,/objects/small/130_2_sm.jpg,/objects/thumbs/130_2_th.jpg
dcb131,,Indiana soda bottle Smith & Jones Brazil IN,no description,record,image/jpg,multiple,,/objects/small/131_1_sm.jpg,/objects/thumbs/131_1_th.jpg
,dcb131,,,,,,/objects/131_1.JPG,/objects/small/131_1_sm.jpg,/objects/thumbs/131_1_th.jpg
,dcb131,,,,,,/objects/131_2.JPG,/objects/small/131_2_sm.jpg,/objects/thumbs/131_2_th.jpg
dcb132,,"Indiana soda bottle Warsaw Bottling Works,",Warsaw IN,record,image/jpg,multiple,,/objects/small/132_1_sm.jpg,/objects/thumbs/132_1_th.jpg
,dcb132,,,,,,/objects/132_1.JPG,/objects/small/132_1_sm.jpg,/objects/thumbs/132_1_th.jpg
,dcb132,,,,,,/objects/132_2.JPG,/objects/small/132_2_sm.jpg,/objects/thumbs/132_2_th.jpg
dcb133,,Indiana soda bottle Ph. E.K. City Soda Works,Indianapolis IN,record,image/jpg,multiple,,/objects/small/133_1_sm.jpg,/objects/thumbs/133_1_th.jpg
,dcb133,,,,,,/objects/133_1.JPG,/objects/small/133_1_sm.jpg,/objects/thumbs/133_1_th.jpg
,dcb133,,,,,,/objects/133_2.JPG,/objects/small/133_2_sm.jpg,/objects/thumbs/133_2_th.jpg
dcb134,,Indiana soda bottle Richard F. Fullerton,Kendallville IN,record,image/jpg,multiple,,/objects/small/134_1_sm.jpg,/objects/thumbs/134_1_th.jpg
,dcb134,,,,,,/objects/134_1.JPG,/objects/small/134_1_sm.jpg,/objects/thumbs/134_1_th.jpg
,dcb134,,,,,,/objects/134_2.JPG,/objects/small/134_2_sm.jpg,/objects/thumbs/134_2_th.jpg
dcb135,,Indiana soda bottle Richard F. Fullerton,Kendallville IN,record,image/jpg,multiple,,/objects/small/135_1_sm.jpg,/objects/thumbs/135_1_th.jpg
,dcb135,,,,,,/objects/135_1.JPG,/objects/small/135_1_sm.jpg,/objects/thumbs/135_1_th.jpg
,dcb135,,,,,,/objects/135_2.JPG,/objects/small/135_2_sm.jpg,/objects/thumbs/135_2_th.jpg
dcb136,,"Indiana soda bottle Kendallville Bottling Works,",Kendallville IN,record,image/jpg,multiple,,/objects/small/136_1_sm.jpg,/objects/thumbs/136_1_th.jpg
,dcb136,,,,,,/objects/136_1.JPG,/objects/small/136_1_sm.jpg,/objects/thumbs/136_1_th.jpg
,dcb136,,,,,,/objects/136_2.JPG,/objects/small/136_2_sm.jpg,/objects/thumbs/136_2_th.jpg
